"Product Code",Vendor,"Product Name","Service Name",Color,Tags,"Link Url",Stock,"Print Area","Freight Description","Individual Product Packaging","Standard Production Time",Size,"Quantity Break Point 1","Quantity Break Point Price 1","Quantity Break Point 2","Quantity Break Point Price 2","Quantity Break Point 3","Quantity Break Point Price 3","Quantity Break Point 4","Quantity Break Point Price 4",Brand,"Parent Product Code",Category,"Sub Category",Description,"Primary Price Description","Carton Height","Carton Width","Carton Depth","Carton Weight","Qty Per Carton","Carton Cubic","Carton Notes","Decoration Name0",decoration_additional_0_qty_0,decoration_additional_0_price_0,decoration_additional_0_qty_1,decoration_additional_0_price_1,"Decoration 0 Setup Notes","Decoration 0 Setup Cost 0"
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Blue Dusk",,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Metro Blue",,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Metro Blue",,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Metro Blue",,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Metro Blue",,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Metro Blue",,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Chestnut,,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Chestnut,,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Chestnut,,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Chestnut,,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Chestnut,,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Tan,,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Tan,,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Tan,,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Tan,,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Tan,,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,3XL,1,5.6,16,4.95,101,4.95,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,4XL,1,6,16,5.35,101,5.35,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Sport Grey",,,,,,,,5XL,1,6.55,16,5.9,101,5.9,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Dark Heather",,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Dark Heather",,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Dark Heather",,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Dark Heather",,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Dark Heather",,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Dark Heather",,,,,,,,3XL,1,5.6,16,4.95,101,4.95,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Carolina Blue",,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Carolina Blue",,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Carolina Blue",,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Carolina Blue",,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Carolina Blue",,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Pistachio,,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Pistachio,,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Pistachio,,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Pistachio,,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Pistachio,,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Heather Indigo",,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Heather Indigo",,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Heather Indigo",,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Heather Indigo",,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Heather Indigo",,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Kiwi,,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Kiwi,,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Kiwi,,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Kiwi,,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,Kiwi,,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Cherry Red",,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Cherry Red",,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Cherry Red",,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Cherry Red",,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Cherry Red",,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Safety Pink",,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Safety Pink",,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Safety Pink",,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Safety Pink",,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Safety Pink",,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Galapagos Blue",,,,,,,,2XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Galapagos Blue",,,,,,,,L,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Galapagos Blue",,,,,,,,M,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Galapagos Blue",,,,,,,,S,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
020009A2X0,"Superior AW","Gildan Ultra Cotton Adult T-Shirt",Standard,"Galapagos Blue",,,,,,,,XL,1,5.25,16,4.6,101,4.4,,,Gildan,2000,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle sleeve and bottom hem, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,White,,,,,,,,2XL,1,5.95,16,5.3,101,5.1,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,White,,,,,,,,L,1,5.95,16,5.3,101,5.1,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,White,,,,,,,,M,1,5.95,16,5.3,101,5.1,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,White,,,,,,,,S,1,5.95,16,5.3,101,5.1,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,White,,,,,,,,XL,1,5.95,16,5.3,101,5.1,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,White,,,,,,,,3XL,1,6.15,16,5.5,101,5.5,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,Navy,,,,,,,,2XL,1,6.5,16,5.85,101,5.65,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,Navy,,,,,,,,L,1,6.5,16,5.85,101,5.65,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,Navy,,,,,,,,M,1,6.5,16,5.85,101,5.65,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,Navy,,,,,,,,S,1,6.5,16,5.85,101,5.65,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,Navy,,,,,,,,XL,1,6.5,16,5.85,101,5.65,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,Navy,,,,,,,,3XL,1,7.15,16,6.5,101,6.5,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,Black,,,,,,,,2XL,1,6.35,16,5.7,101,5.5,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,Black,,,,,,,,L,1,6.35,16,5.7,101,5.5,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
024030A2X0,"Superior AW","Gildan Ultra Cotton Adult Long Sleeve T-Shirt",Standard,Black,,,,,,,,M,1,6.35,16,5.7,101,5.5,,,Gildan,2400,,,"Seamless double needle 2.22 cm collar, Taped neck and shoulders, Double needle bottom hem, Rib cuffs, Quarter-turned to eliminate centre crease, Tear away label",,,,,,,,,,,,,,,
